responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,correlation
sr109,AQ4PB1PVI9U7V,survey1,q_189_2,Please say both words aloud. Which one would you say?,30,comp_191_3,probably placebo-alicious,2,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_97_2,Please say both words aloud. Which one would you say?,31,comp_100_3,definitely cuba-alicious,0,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_69_2,Please say both words aloud. Which one would you say?,32,comp_70_3,probably office-licious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_229_2,Please say both words aloud. Which one would you say?,33,comp_229_3,definitely grenade-thon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_301_2,Please say both words aloud. Which one would you say?,34,comp_303_3,probably affidavit-athon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_201_2,Please say both words aloud. Which one would you say?,35,comp_201_3,definitely corvette-thon,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_253_2,Please say both words aloud. Which one would you say?,36,comp_255_3,probably secret-athon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_297_2,Please say both words aloud. Which one would you say?,37,comp_297_3,definitely anesthetic-thon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_13_2,Please say both words aloud. Which one would you say?,38,comp_16_3,definitely stampede-alicious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_117_2,Please say both words aloud. Which one would you say?,39,comp_118_3,probably meditation-licious,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_325_2,Please say both words aloud. Which one would you say?,40,comp_326_3,probably detective-thon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_165_2,Please say both words aloud. Which one would you say?,41,comp_165_3,definitely valentine-licious,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_161_2,Please say both words aloud. Which one would you say?,42,comp_161_3,definitely hurricane-licious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_133_2,Please say both words aloud. Which one would you say?,43,comp_134_3,probably detective-licious,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_349_2,Please say both words aloud. Which one would you say?,44,comp_350_3,probably universe-thon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_309_2,Please say both words aloud. Which one would you say?,45,comp_312_3,definitely meditation-athon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_21_2,Please say both words aloud. Which one would you say?,46,comp_24_3,definitely typhoon-alicious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_293_2,Please say both words aloud. Which one would you say?,47,comp_295_3,probably drama-athon,1,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_341_2,Please say both words aloud. Which one would you say?,48,comp_342_3,probably asylum-thon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_281_2,Please say both words aloud. Which one would you say?,49,comp_281_3,definitely hero-thon,3,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_9_2,Please say both words aloud. Which one would you say?,50,comp_12_3,definitely corvette-alicious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_237_2,Please say both words aloud. Which one would you say?,51,comp_239_3,probably japan-athon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_89_2,Please say both words aloud. Which one would you say?,52,comp_91_3,probably hero-alicious,2,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_381_2,Please say both words aloud. Which one would you say?,53,comp_384_3,definitely placebo-athon,3,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_377_2,Please say both words aloud. Which one would you say?,54,comp_380_3,definitely korea-athon,0,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_221_2,Please say both words aloud. Which one would you say?,55,comp_222_3,probably cayenne-thon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_289_2,Please say both words aloud. Which one would you say?,56,comp_290_3,probably cuba-thon,2,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_81_2,Please say both words aloud. Which one would you say?,57,comp_84_3,definitely chili-alicious,3,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_313_2,Please say both words aloud. Which one would you say?,58,comp_313_3,definitely penicillin-thon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_121_2,Please say both words aloud. Which one would you say?,59,comp_122_3,probably penicillin-licious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_93_2,Please say both words aloud. Which one would you say?,60,comp_94_3,probably china-licious,1,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_177_2,Please say both words aloud. Which one would you say?,61,comp_177_3,definitely antenna-licious,0,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_305_2,Please say both words aloud. Which one would you say?,62,comp_308_3,definitely orthodonist-athon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_65_2,Please say both words aloud. Which one would you say?,63,comp_66_3,probably magic-licious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_105_2,Please say both words aloud. Which one would you say?,64,comp_107_3,probably anesthetic-alicious,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_197_2,Please say both words aloud. Which one would you say?,65,comp_200_3,definitely miami-alicious,0,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_29_2,Please say both words aloud. Which one would you say?,66,comp_32_3,definitely cayenne-alicious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_61_2,Please say both words aloud. Which one would you say?,67,comp_62_3,probably secret-licious,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_213_2,Please say both words aloud. Which one would you say?,68,comp_214_3,probably typhoon-thon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_193_2,Please say both words aloud. Which one would you say?,69,comp_196_3,definitely spaghetti-alicious,3,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_385_2,Please say both words aloud. Which one would you say?,70,comp_388_3,definitely spaghetti-athon,0,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_145_2,Please say both words aloud. Which one would you say?,71,comp_146_3,probably opinion-licious,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_25_2,Please say both words aloud. Which one would you say?,72,comp_26_3,probably champagne-licious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_373_2,Please say both words aloud. Which one would you say?,73,comp_376_3,definitely banana-athon,3,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_37_2,Please say both words aloud. Which one would you say?,74,comp_40_3,definitely grenade-alicious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_225_2,Please say both words aloud. Which one would you say?,75,comp_226_3,probably estate-thon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_249_2,Please say both words aloud. Which one would you say?,76,comp_251_3,probably decade-athon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_317_2,Please say both words aloud. Which one would you say?,77,comp_320_3,definitely coliseum-athon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_85_2,Please say both words aloud. Which one would you say?,78,comp_88_3,definitely mayo-alicious,0,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_113_2,Please say both words aloud. Which one would you say?,79,comp_115_3,probably orthodonist-alicious,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_209_2,Please say both words aloud. Which one would you say?,80,comp_210_3,probably berlin-thon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_153_2,Please say both words aloud. Which one would you say?,81,comp_156_3,definitely silverware-alicious,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_345_2,Please say both words aloud. Which one would you say?,82,comp_348_3,definitely silverware-athon,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_321_2,Please say both words aloud. Which one would you say?,83,comp_323_3,probably ceramic-athon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_109_2,Please say both words aloud. Which one would you say?,84,comp_110_3,probably affidavit-licious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_137_2,Please say both words aloud. Which one would you say?,85,comp_137_3,definitely commandment-licious,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_57_2,Please say both words aloud. Which one would you say?,86,comp_60_3,definitely decade-alicious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_17_2,Please say both words aloud. Which one would you say?,87,comp_18_3,probably berlin-licious,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_169_2,Please say both words aloud. Which one would you say?,88,comp_170_3,probably nicotine-licious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_185_2,Please say both words aloud. Which one would you say?,89,comp_185_3,definitely korea-licious,3,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_389_2,Please say both words aloud. Which one would you say?,90,comp_392_3,definitely miami-athon,0,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_157_2,Please say both words aloud. Which one would you say?,91,comp_159_3,probably universe-alicious,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_141_2,Please say both words aloud. Which one would you say?,92,comp_143_3,probably eleven-alicious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_101_2,Please say both words aloud. Which one would you say?,93,comp_104_3,definitely drama-alicious,3,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_233_2,Please say both words aloud. Which one would you say?,94,comp_236_3,definitely balloon-athon,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_361_2,Please say both words aloud. Which one would you say?,95,comp_363_3,probably nicotine-athon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_257_2,Please say both words aloud. Which one would you say?,96,comp_259_3,probably magic-athon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_181_2,Please say both words aloud. Which one would you say?,97,comp_184_3,definitely banana-alicious,3,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr110,A6I9I6XWZIX3M,survey1,q_81_2,Please say both words aloud. Which one would you say?,39,comp_81_3,definitely chili-licious,0,vowel
sr110,A6I9I6XWZIX3M,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr110,A6I9I6XWZIX3M,survey1,q_2_2,What is your age?,1,comp_2_3,18-25,0,
sr110,A6I9I6XWZIX3M,survey1,q_385_2,Please say both words aloud. Which one would you say?,2,comp_385_3,definitely spaghetti-thon,3,vowel
sr110,A6I9I6XWZIX3M,survey1,q_65_2,Please say both words aloud. Which one would you say?,3,comp_65_3,definitely magic-licious,0,consonant
sr110,A6I9I6XWZIX3M,survey1,q_321_2,Please say both words aloud. Which one would you say?,4,comp_322_3,probably ceramic-thon,2,consonant
sr110,A6I9I6XWZIX3M,survey1,q_61_2,Please say both words aloud. Which one would you say?,5,comp_61_3,definitely secret-licious,3,consonant
sr110,A6I9I6XWZIX3M,survey1,q_177_2,Please say both words aloud. Which one would you say?,6,comp_177_3,definitely antenna-licious,0,schwa
sr110,A6I9I6XWZIX3M,survey1,q_149_2,Please say both words aloud. Which one would you say?,7,comp_151_3,probably asylum-alicious,2,consonant
sr110,A6I9I6XWZIX3M,survey1,q_97_2,Please say both words aloud. Which one would you say?,8,comp_97_3,definitely cuba-licious,3,schwa
sr110,A6I9I6XWZIX3M,survey1,q_133_2,Please say both words aloud. Which one would you say?,9,comp_134_3,probably detective-licious,1,consonant
sr110,A6I9I6XWZIX3M,survey1,q_345_2,Please say both words aloud. Which one would you say?,10,comp_346_3,probably silverware-thon,2,consonant
sr110,A6I9I6XWZIX3M,survey1,q_245_2,Please say both words aloud. Which one would you say?,11,comp_248_3,definitely marine-athon,3,consonant
sr110,A6I9I6XWZIX3M,survey1,q_289_2,Please say both words aloud. Which one would you say?,12,comp_289_3,definitely cuba-thon,3,schwa
sr110,A6I9I6XWZIX3M,survey1,q_281_2,Please say both words aloud. Which one would you say?,13,comp_281_3,definitely hero-thon,0,vowel
sr110,A6I9I6XWZIX3M,survey1,q_73_2,Please say both words aloud. Which one would you say?,14,comp_74_3,probably patrick-licious,1,consonant
sr110,A6I9I6XWZIX3M,survey1,q_45_2,Please say both words aloud. Which one would you say?,15,comp_48_3,definitely japan-alicious,3,consonant
sr110,A6I9I6XWZIX3M,survey1,q_369_2,Please say both words aloud. Which one would you say?,16,comp_369_3,definitely antenna-thon,0,schwa
sr110,A6I9I6XWZIX3M,survey1,q_285_2,Please say both words aloud. Which one would you say?,17,comp_285_3,definitely china-thon,0,schwa
sr110,A6I9I6XWZIX3M,survey1,q_333_2,Please say both words aloud. Which one would you say?,18,comp_335_3,probably eleven-athon,2,consonant
sr110,A6I9I6XWZIX3M,survey1,q_117_2,Please say both words aloud. Which one would you say?,19,comp_117_3,definitely meditation-licious,3,consonant
sr110,A6I9I6XWZIX3M,survey1,q_109_2,Please say both words aloud. Which one would you say?,20,comp_110_3,probably affidavit-licious,1,consonant
sr110,A6I9I6XWZIX3M,survey1,q_309_2,Please say both words aloud. Which one would you say?,21,comp_309_3,definitely meditation-thon,3,consonant
sr110,A6I9I6XWZIX3M,survey1,q_165_2,Please say both words aloud. Which one would you say?,22,comp_167_3,probably valentine-alicious,2,consonant
sr110,A6I9I6XWZIX3M,survey1,q_89_2,Please say both words aloud. Which one would you say?,23,comp_90_3,probably hero-licious,2,vowel
sr110,A6I9I6XWZIX3M,survey1,q_185_2,Please say both words aloud. Which one would you say?,24,comp_185_3,definitely korea-licious,0,schwa
sr110,A6I9I6XWZIX3M,survey1,q_125_2,Please say both words aloud. Which one would you say?,25,comp_126_3,probably coliseum-licious,1,consonant
sr110,A6I9I6XWZIX3M,survey1,q_53_2,Please say both words aloud. Which one would you say?,26,comp_55_3,probably marine-alicious,2,consonant
sr110,A6I9I6XWZIX3M,survey1,q_293_2,Please say both words aloud. Which one would you say?,27,comp_293_3,definitely drama-thon,3,schwa
sr110,A6I9I6XWZIX3M,survey1,q_41_2,Please say both words aloud. Which one would you say?,28,comp_44_3,definitely balloon-alicious,3,consonant
sr110,A6I9I6XWZIX3M,survey1,q_373_2,Please say both words aloud. Which one would you say?,29,comp_373_3,definitely banana-thon,3,schwa
sr110,A6I9I6XWZIX3M,survey1,q_181_2,Please say both words aloud. Which one would you say?,30,comp_181_3,definitely banana-licious,3,schwa
sr110,A6I9I6XWZIX3M,survey1,q_29_2,Please say both words aloud. Which one would you say?,31,comp_32_3,definitely cayenne-alicious,3,consonant
sr110,A6I9I6XWZIX3M,survey1,q_157_2,Please say both words aloud. Which one would you say?,32,comp_160_3,definitely universe-alicious,0,consonant
sr110,A6I9I6XWZIX3M,survey1,q_153_2,Please say both words aloud. Which one would you say?,33,comp_155_3,probably silverware-alicious,1,consonant
sr110,A6I9I6XWZIX3M,survey1,q_197_2,Please say both words aloud. Which one would you say?,34,comp_197_3,definitely miami-licious,3,vowel
sr110,A6I9I6XWZIX3M,survey1,q_229_2,Please say both words aloud. Which one would you say?,35,comp_232_3,definitely grenade-athon,0,consonant
sr110,A6I9I6XWZIX3M,survey1,q_317_2,Please say both words aloud. Which one would you say?,36,comp_319_3,probably coliseum-athon,1,consonant
sr110,A6I9I6XWZIX3M,survey1,q_249_2,Please say both words aloud. Which one would you say?,37,comp_251_3,probably decade-athon,1,consonant
sr110,A6I9I6XWZIX3M,survey1,q_189_2,Please say both words aloud. Which one would you say?,38,comp_189_3,definitely placebo-licious,0,vowel
sr110,A6I9I6XWZIX3M,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr111,A3QOOITS2LIP8Z,survey1,q_-1_-1,thank you,-1,comp_-1_-1,thank you,-1,
sr111,A3QOOITS2LIP8Z,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,1,
sr111,A3QOOITS2LIP8Z,survey1,q_2_2,What is your age?,1,comp_4_3,36-45,2,
sr111,A3QOOITS2LIP8Z,survey1,q_385_2,Please say both words aloud. Which one would you say?,2,comp_387_3,probably spaghetti-athon,1,vowel
sr111,A3QOOITS2LIP8Z,survey1,q_61_2,Please say both words aloud. Which one would you say?,3,comp_61_3,definitely secret-licious,3,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_161_2,Please say both words aloud. Which one would you say?,4,comp_162_3,probably hurricane-licious,2,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_101_2,Please say both words aloud. Which one would you say?,5,comp_101_3,definitely drama-licious,0,schwa
sr111,A3QOOITS2LIP8Z,survey1,q_165_2,Please say both words aloud. Which one would you say?,6,comp_167_3,probably valentine-alicious,2,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_73_2,Please say both words aloud. Which one would you say?,7,comp_75_3,probably patrick-alicious,1,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_297_2,Please say both words aloud. Which one would you say?,8,comp_299_3,probably anesthetic-athon,1,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_213_2,Please say both words aloud. Which one would you say?,9,comp_215_3,probably typhoon-athon,1,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_105_2,Please say both words aloud. Which one would you say?,10,comp_107_3,probably anesthetic-alicious,1,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_269_2,Please say both words aloud. Which one would you say?,11,comp_271_3,probably omelet-athon,1,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_81_2,Please say both words aloud. Which one would you say?,12,comp_81_3,definitely chili-licious,0,vowel
sr111,A3QOOITS2LIP8Z,survey1,q_217_2,Please say both words aloud. Which one would you say?,13,comp_220_3,definitely champagne-athon,3,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_157_2,Please say both words aloud. Which one would you say?,14,comp_160_3,definitely universe-alicious,3,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_149_2,Please say both words aloud. Which one would you say?,15,comp_150_3,probably asylum-licious,2,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_93_2,Please say both words aloud. Which one would you say?,16,comp_93_3,definitely china-licious,3,schwa
sr111,A3QOOITS2LIP8Z,survey1,q_97_2,Please say both words aloud. Which one would you say?,17,comp_97_3,definitely cuba-licious,0,schwa
sr111,A3QOOITS2LIP8Z,survey1,q_137_2,Please say both words aloud. Which one would you say?,18,comp_139_3,probably commandment-alicious,1,consonant
sr111,A3QOOITS2LIP8Z,survey1,q_261_2,Please say both words aloud. Which one would you say?,19,comp_263_3,probably office-athon,1,consonant
